-4.	0.026233158694672788
-3.9	0.0322747610454191
-3.8	0.039495531051224886
-3.7	0.04805144888169015
-3.6	0.05809320521505172
-3.5	0.06975521144813092
-3.4	0.08314156524457444
-3.3	0.09831048740742443
-3.2	0.11524973448333375
-3.1	0.13386318451526663
-3.	0.1539516346794358
-2.9000000000000004	0.17519040172013112
-2.8	0.19712600818220577
-2.6999999999999997	0.21917636461497164
-2.5999999999999996	0.24064562972334208
-2.5	0.26075574908726573
-2.4	0.2786842568136638
-2.3	0.2936366955097887
-2.1999999999999997	0.30489653732598004
-2.0999999999999996	0.3118965724015686
-2.	0.3142718987819635
-1.9	0.31189657240156854
-1.8	0.3048965373259799
-1.7	0.2936366955097886
-1.5999999999999996	0.27868425681366377
-1.4999999999999996	0.2607557490872656
-1.3999999999999997	0.24064562972334194
-1.2999999999999996	0.21917636461497145
-1.1999999999999997	0.19712600818220571
-1.0999999999999996	0.17519040172013112
-0.9999999999999998	0.1539516346794358
-0.8999999999999997	0.13386318451526663
-0.7999999999999998	0.11524973448333375
-0.6999999999999998	0.09831048740742437
-0.5999999999999999	0.08314156524457439
-0.4999999999999998	0.06975521144813089
-0.3999999999999999	0.05809320521505172
-0.29999999999999993	0.04805144888169015
-0.1999999999999999	0.03949553105122486
-0.09999999999999987	0.03227476104541907
0.	0.026233158694672788
0.1	0.02121755977257302
0.2	0.017083187491515786
0.30000000000000004	0.013697127385041556
0.40000000000000036	0.01094015759192879
0.5000000000000003	0.008730594054160356
0.6000000000000003	0.006907832654056886
0.7000000000000004	0.0054639295834623715
